Teacher,Gradebook,Department,Student ID,Student Name,Grade Level,Team,Counselor,Full Year Average,Full Year Letter Grade,FG Average,FG Letter Grade
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,9,"Gomez, Selena",09,,"Petzold, Alexa",97.96%,A+,97.96,A+
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,18,"Kohli, Virat",09,,"Petzold, Alexa",87.72%,B+,87.72,B+
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,23,"Khan, Salman",09,,"Petzold, Alexa",93.62%,A,93.62,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,39,"West, Kanye",09,,"Petzold, Alexa",88.85%,B+,88.85,B+
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,46,"Özil, Mesut",09,,"Petzold, Alexa",93.65%,A,93.65,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,53,"Sharma, Anushka",09,,"Petzold, Alexa",92.03%,A-,92.03,A-
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,66,"Dogg, Snoop",09,,"Casamento, Steven P",89.24%,B+,89.24,B+
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,67,"Raina, Suresh",09,,"Casamento, Steven P",79.36%,C+,79.36,C+
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,68,"Shelton, Blake",09,,"Casamento, Steven P",90.96%,A-,90.96,A-
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,69,"Sanz, Alejandro",09,,"Casamento, Steven P",96.82%,A,96.82,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,74,"Ramos, Sergio",09,,"Casamento, Steven P",91.56%,A-,91.56,A-
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,76,"Carrey, Jim",09,,"Casamento, Steven P",98.9%,A+,98.9,A+
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,77,"Bale, Gareth",09,,"Casamento, Steven P",81.47%,B-,81.47,B-
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,82,"Falcao, Radamel",09,,"Casamento, Steven P",96.33%,A,96.33,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,90,"Hanks, Tom",09,,"Casamento, Steven P",94.45%,A,94.45,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,93,"Curry, Stephen",09,,"Casamento, Steven P",98.29%,A+,98.29,A+
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,96,"Nadal, Rafa",09,,"Casamento, Steven P",85.17%,B,85.17,B
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,98,"Dika, Raditya",09,,"Casamento, Steven P",96.86%,A,96.86,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,106,"Efron, Zac",09,,"Casamento, Steven P",85.11%,B,85.11,B
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,118,"Degrasse-Tyson, Neil",09,,"Casamento, Steven P",97.47%,A,97.47,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,123,"Viceral, Jose",09,,"Donnelly, Marin",84.32%,B,84.32,B
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,131,"Legend, John",09,,"Donnelly, Marin",81.88%,B-,81.88,B-
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,143,"Tisdale, Ashley",09,,"Donnelly, Marin",96.18%,A,96.18,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,144,"Vieira, Marcelo",09,,"Donnelly, Marin",84.54%,B,84.54,B
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,160,"Kaling, Mindy",09,,"Donnelly, Marin",86.57%,B+,86.57,B+
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,161,"Diab, Amr",09,,"Donnelly, Marin",94.32%,A,94.32,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,167,"Anthony, Marc",09,,"Donnelly, Marin",81.8%,B-,81.8,B-
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,178,"Maddow, Rachel",09,,"Schneider, Cristina",90.49%,A-,90.49,A-
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,187,"Osteen, Joel",09,,"Schneider, Cristina",96.08%,A,96.08,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,188,"Clifford, Michael",09,,"Schneider, Cristina",96.08%,A,96.08,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,199,"Jepsen, CarlyRae",09,,"Schneider, Cristina",93.92%,A,93.92,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,201,"Delevingne, Cara",09,,"Schneider, Cristina",91.72%,A-,91.72,A-
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,202,"VanPersie, Robin",09,,"Donnelly, Marin",94.74%,A,94.74,A
"Ernest, Scott F","PE1050/11 - Physical Education/Health 9, ABC, Per. 1 (FY)",Phys. Ed. / Health,203,"Alves, Daniel",09,,"Schneider, Cristina",89.18%,B+,89.18,B+
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,1,"Bieber, Justin",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,7,"Degeneres, Ellen",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,14,"Lovato, Demi",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,16,"Fallon, Jimmy",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,17,"James, Lebron",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,25,"Mars, Bruno",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,27,"Horan, Niall",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,28,"Jenner, Kylie",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,45,"Kardashian, Kourtney",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,49,"Prancer, Pitbull",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,56,"Carey, Mariah",09,,"Petzold, Alexa",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,63,"Piqué, Gerard",09,,"Casamento, Steven P",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,86,"Sangalo, Ivete",09,,"Casamento, Steven P",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,109,"Aguero, Sergio",09,,"Casamento, Steven P",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,111,"Seacrest, Ryan",09,,"Casamento, Steven P",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,121,"Chopra, Parineeti",09,,"Donnelly, Marin",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,125,"Sean, Big",09,,"Donnelly, Marin",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,149,"Raymond, Usher",09,,"Donnelly, Marin",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,152,"Kimmel, Jimmy",09,,"Donnelly, Marin",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,172,"Maher, Bill",09,,"Schneider, Cristina",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,183,"Dixit-Nene, Madhuri",09,,"Schneider, Cristina",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,195,"Justice, Victoria",09,,"Schneider, Cristina",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,204,"Rogen, Seth",09,,"Schneider, Cristina",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,207,"Montaner, Ricardo",09,,"Schneider, Cristina",0%,F,0,F
"Bruh, Mathew S","PE1050/14 - Physical Education/Health 9, ABC, Per. 2 (FY)",Phys. Ed. / Health,208,"Andriana, Raisa",09,,"Schneider, Cristina",0%,F,0,F
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,2,"Perry, Katy",09,,"Petzold, Alexa",87.06%,B+,87.06,B+
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,26,"Khan, Shah",09,,"Petzold, Alexa",95.28%,A,95.28,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,30,"Tendulkar, Sachin",09,,"Petzold, Alexa",96.23%,A,96.23,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,35,"Jenner, Kendall",09,,"Petzold, Alexa",93.57%,A,93.57,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,36,"Roshan, Hrithik",09,,"Petzold, Alexa",83.46%,B,83.46,B
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,40,"Keys, Alicia",09,,"Petzold, Alexa",86.23%,B,86.23,B
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,48,"Iniesta, Andrés",09,,"Petzold, Alexa",90.63%,A-,90.63,A-
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,50,"Minaj, Nicki",09,,"Petzold, Alexa",76.38%,C,76.38,C
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,51,"Tosh, Daniel",09,,"Petzold, Alexa",84.07%,B,84.07,B
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,57,"Obama, Michelle",09,,"Petzold, Alexa",82.87%,B,82.87,B
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,71,"Durant, Kevin",09,,"Casamento, Steven P",96.89%,A,96.89,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,84,"Kutcher, Ashton",09,,"Casamento, Steven P",79.31%,C+,79.31,C+
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,94,"Black, Jack",09,,"Casamento, Steven P",92.68%,A,92.68,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,105,"Yılmaz, Cem",09,,"Casamento, Steven P",85.46%,B,85.46,B
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,110,"Bryant, Kobe",09,,"Casamento, Steven P",78.94%,C+,78.94,C+
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,116,"Gervais, Ricky",09,,"Casamento, Steven P",96.97%,A,96.97,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,120,"Neto, Felipe",09,,"Casamento, Steven P",94.01%,A,94.01,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,127,"Cole, John",09,,"Donnelly, Marin",93.45%,A,93.45,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,128,"Jonas, Nick",09,,"Donnelly, Marin",93.03%,A,93.03,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,137,"Locsin, Angel",09,,"Donnelly, Marin",94.98%,A,94.98,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,142,"Fry, Stephen",09,,"Donnelly, Marin",92.97%,A,92.97,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,151,"Harris, Calvin",09,,"Donnelly, Marin",91.28%,A-,91.28,A-
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,159,"Lamar, Kendrick",09,,"Donnelly, Marin",99.01%,A+,99.01,A+
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,163,"Derbez, Eugenio",09,,"Donnelly, Marin",96.69%,A,96.69,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,174,"Cowell, Simon",09,,"Schneider, Cristina",0%,F,60.37,D-
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,175,"Tata, Ratan",09,,"Schneider, Cristina",95.34%,A,95.34,A
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,182,"AlAbdullah, Rania",09,,"Schneider, Cristina",87.95%,B+,87.95,B+
"Ernest, Scott F","PE1050/15 - Physical Education/Health 9, BCD, Per. 8 (FY)",Phys. Ed. / Health,184,"Sheen, Charlie",09,,"Schneider, Cristina",91.06%,A-,91.06,A-
"Sandhage, Lorrie","PE8141/5 - LLD Phys Ed/Health 9, ABCD, Per. 2 (FY)",Special Ed,104,"Coelho, Paulo",09,,"Casamento, Steven P",0%,F,0,F
"Sandhage, Lorrie","PE8141/5 - LLD Phys Ed/Health 9, ABCD, Per. 2 (FY)",Special Ed,124,"Kapoor, Shraddha",09,,"Donnelly, Marin",0%,F,0,F
"Sandhage, Lorrie","PE8141/5 - LLD Phys Ed/Health 9, ABCD, Per. 2 (FY)",Special Ed,134,"Cena, John",09,,"Donnelly, Marin",0%,F,0,F
"Sandhage, Lorrie","PE8141/5 - LLD Phys Ed/Health 9, ABCD, Per. 2 (FY)",Special Ed,148,"Silverman, Sarah",09,,"Donnelly, Marin",0%,F,0,F
"Olshalsky, Nicole","PE8195/1 - RISE Physical Education/Health 9, ABD, Per. 3 (FY)",Special Ed,139,"Branson, Richard",09,,"Donnelly, Marin",0%,F,0,F
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,2,"Perry, Katy",09,,"Petzold, Alexa",0%,A,92.27,A-
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,4,"Ronaldo, Cristiano",09,,"Petzold, Alexa",0%,B+,88.8,B+
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,14,"Lovato, Demi",09,,"Petzold, Alexa",0%,C-,71.11,C-
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,31,"Hart, Kevin",09,,"Petzold, Alexa",0%,C-,72.82,C
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,34,"Wayne, Lil",09,,"Petzold, Alexa",0%,C-,70.13,C-
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,49,"Prancer, Pitbull",09,,"Petzold, Alexa",0%,B+,87.27,B+
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,54,"Sehwag, Virender",09,,"Petzold, Alexa",0%,B,82.38,B-
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,59,"Ziegler, Zendaya",09,,"Petzold, Alexa",0%,B+,86.4,B
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,68,"Shelton, Blake",09,,"Casamento, Steven P",0%,A-,90.38,A-
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,70,"Kher, Anupam",09,,"Casamento, Steven P",0%,B-,80.83,B-
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,71,"Durant, Kevin",09,,"Casamento, Steven P",0%,A,93.69,A
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,75,"Rodríguez, James",09,,"Casamento, Steven P",0%,B+,85.77,B
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,96,"Nadal, Rafa",09,,"Casamento, Steven P",0%,A-,90.03,A-
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,101,"Ajram, Nancy",09,,"Casamento, Steven P",0%,B+,87.12,B+
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,138,"Federer, Roger",09,,"Donnelly, Marin",0%,B+,85.83,B
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,155,"Santana, Luan",09,,"Donnelly, Marin",0%,A-,90.59,A-
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,159,"Lamar, Kendrick",09,,"Donnelly, Marin",0%,A+,98.52,A+
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,171,"Brand, Russell",09,,"Schneider, Cristina",0%,A,91.88,A-
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,179,"Balvin, Jack",09,,"Schneider, Cristina",0%,B,84.86,B
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,185,"Tinelli, Marcelo",09,,"Schneider, Cristina",0%,A,93.53,A
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,193,"Oppenheimer, Robert",09,,"Schneider, Cristina",0%,A,96.86,A
"Shields, Martin P","SC1400/1 - Biology, ACD, Per. 6 (FY)",Science,196,"Kroos, Toni",09,,"Schneider, Cristina",0%,A,91.74,A-
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,5,"Swift, Taylor",09,,"Petzold, Alexa",0%,A,93.9,A
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,12,"Neymar, Rinaldo",09,,"Petzold, Alexa",0%,A-,89.3,B+
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,18,"Kohli, Virat",09,,"Petzold, Alexa",0%,B+,88,B+
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,23,"Khan, Salman",09,,"Petzold, Alexa",0%,B+,87.7,B+
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,28,"Jenner, Kylie",09,,"Petzold, Alexa",0%,A-,90.7,A-
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,33,"Tomlinson, Louis",09,,"Petzold, Alexa",0%,A-,90.6,A-
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,51,"Tosh, Daniel",09,,"Petzold, Alexa",0%,B+,87,B+
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,81,"Downey, Robert",09,,"Casamento, Steven P",0%,B+,88.9,B+
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,97,"O'Neill, Shaq",09,,"Casamento, Steven P",0%,B+,87.8,B+
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,102,"Kapoor, Shaandaar",09,,"Casamento, Steven P",0%,B+,87.2,B+
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,105,"Yılmaz, Cem",09,,"Casamento, Steven P",0%,C,72,C-
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,110,"Bryant, Kobe",09,,"Casamento, Steven P",0%,A-,91.2,A-
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,122,"Curtis-Smith, Anne",09,,"Donnelly, Marin",0%,B+,88.1,B+
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,143,"Tisdale, Ashley",09,,"Donnelly, Marin",0%,A,93,A
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,153,"Mix, Little",09,,"Donnelly, Marin",0%,A,96,A
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,154,"Beckham, Victoria",09,,"Donnelly, Marin",0%,A,92.2,A-
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,161,"Diab, Amr",09,,"Donnelly, Marin",0%,A,93.6,A
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,167,"Anthony, Marc",09,,"Donnelly, Marin",0%,B-,80.1,B-
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,178,"Maddow, Rachel",09,,"Schneider, Cristina",0%,B,84.9,B
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,184,"Sheen, Charlie",09,,"Schneider, Cristina",0%,C-,70.3,C-
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,187,"Osteen, Joel",09,,"Schneider, Cristina",0%,A,94.4,A
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,192,"Jonas, Joe",09,,"Schneider, Cristina",0%,B+,86.1,B
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,199,"Jepsen, CarlyRae",09,,"Schneider, Cristina",0%,B+,84.7,B
"Scorese, Mary E","SC1400/2 - Biology, ABD, Per. 3 (FY)",Science,203,"Alves, Daniel",09,,"Schneider, Cristina",0%,A-,90.5,A-
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,19,"Bachchan, Amitabh",09,,"Petzold, Alexa",0%,A,95.4,A
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,38,"Tate, Andrew",09,,"Petzold, Alexa",0%,B+,86.3,B
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,39,"West, Kanye",09,,"Petzold, Alexa",0%,A-,88.2,B+
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,66,"Dogg, Snoop",09,,"Casamento, Steven P",0%,B+,87.3,B+
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,74,"Ramos, Sergio",09,,"Casamento, Steven P",0%,B+,88,B+
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,76,"Carrey, Jim",09,,"Casamento, Steven P",0%,A,97,A
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,78,"Sheeran, Ed",09,,"Casamento, Steven P",0%,A,93.5,A
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,85,"Gentili, Danilo",09,,"Casamento, Steven P",0%,A-,90.3,A-
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,106,"Efron, Zac",09,,"Casamento, Steven P",0%,B+,87.2,B+
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,108,"Yankee, Daddy",09,,"Casamento, Steven P",0%,A-,91.1,A-
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,123,"Viceral, Jose",09,,"Donnelly, Marin",0%,B+,85.5,B
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,130,"DeGea, David",09,,"Donnelly, Marin",0%,B+,88.5,B+
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,151,"Harris, Calvin",09,,"Donnelly, Marin",0%,A-,91,A-
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,160,"Kaling, Mindy",09,,"Donnelly, Marin",0%,B+,86.6,B+
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,164,"Smith, Ludacris",09,,"Donnelly, Marin",0%,A-,90.2,A-
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,168,"Deshmukh, Riteish",09,,"Donnelly, Marin",0%,B+,87.6,B+
"Scorese, Mary E","SC1400/3 - Biology, ABC, Per. 2 (FY)",Science,173,"Corden, James",09,,"Schneider, Cristina",0%,B+,86.5,B+
